Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,Lng,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,TBPct,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
49ers,30.0,39.0,76.9,0_0,11_11,11_9,13_10,4_0,0_0,48,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,29.0,34.0,85.3,0_0,6_6,9_9,12_10,6_4,1_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,29.0,31.0,93.6,1_1,11_11,7_7,10_9,2_1,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,28.0,29.0,96.6,0_0,8_8,9_9,11_10,1_1,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,27.0,31.0,87.1,0_0,10_10,6_6,12_10,3_1,0_0,57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,27.0,29.0,93.1,0_0,10_10,9_9,7_5,3_3,0_0,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,27.0,34.0,79.4,1_1,13_12,9_8,10_5,1_1,0_0,51,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,27.0,35.0,77.1,0_0,6_6,7_5,14_11,8_5,0_0,58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,26.0,31.0,83.9,0_0,11_11,3_2,9_6,8_7,0_0,56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,26.0,34.0,76.5,0_0,7_7,7_6,17_11,3_2,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,25.0,32.0,78.1,0_0,5_4,5_5,11_8,10_8,1_0,55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,25.0,29.0,86.2,0_0,6_6,9_9,12_9,2_1,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,25.0,30.0,83.3,0_0,8_7,9_8,10_8,3_2,0_0,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,24.0,33.0,72.7,0_0,7_7,8_7,11_5,7_5,0_0,58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,23.0,28.0,82.1,1_1,8_8,10_9,7_3,2_2,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,23.0,30.0,76.7,0_0,7_7,9_8,9_5,5_3,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,23.0,28.0,82.1,0_0,6_6,11_11,7_4,4_2,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,22.0,28.0,78.6,0_0,5_5,8_7,10_9,4_1,1_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,22.0,24.0,91.7,1_1,2_2,11_11,8_7,2_1,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,22.0,31.0,71.0,1_1,8_7,7_7,8_3,7_4,0_0,55,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,22.0,26.0,84.6,0_0,7_7,8_8,7_5,4_2,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,20.0,25.0,80.0,0_0,5_5,8_8,6_4,6_3,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,19.0,26.0,73.1,0_0,8_8,6_5,10_6,2_0,0_0,48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,19.0,28.0,67.9,0_0,2_2,8_7,12_7,6_3,0_0,54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,12.0,17.0,70.6,0_0,6_6,6_5,4_1,1_0,0_0,45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,8.0,18.0,44.4,0_0,0_0,4_2,9_4,5_2,0_0,53,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,34.0,,89.5,,,,,,,,,45.0,93.8,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,33.0,,97.1,,,,,,,,,19.0,95.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,32.0,,80.0,,,,,,,,,29.0,93.6,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,32.0,,88.9,,,,,,,,,48.0,98.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,31.0,,88.6,,,,,,,,,34.0,97.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,30.0,,75.0,,,,,,,,,46.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,30.0,,76.9,,,,,,,,,49.0,98.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,29.0,,85.3,,,,,,,,,25.0,96.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,29.0,,93.6,,,,,,,,,28.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,28.0,,96.6,,,,,,,,,57.0,96.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,27.0,,87.1,,,,,,,,,24.0,96.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,27.0,,93.1,,,,,,,,,40.0,90.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,27.0,,79.4,,,,,,,,,39.0,86.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,27.0,,77.1,,,,,,,,,43.0,89.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,26.0,,83.9,,,,,,,,,35.0,97.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,26.0,,76.5,,,,,,,,,35.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,25.0,,78.1,,,,,,,,,31.0,88.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,25.0,,86.2,,,,,,,,,30.0,85.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,25.0,,83.3,,,,,,,,,21.0,95.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,24.0,,72.7,,,,,,,,,42.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,23.0,,82.1,,,,,,,,,27.0,93.1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,23.0,,76.7,,,,,,,,,29.0,96.7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,23.0,,82.1,,,,,,,,,40.0,90.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,22.0,,78.6,,,,,,,,,30.0,93.8,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,22.0,,91.7,,,,,,,,,40.0,97.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,22.0,,71.0,,,,,,,,,33.0,84.6,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,22.0,,84.6,,,,,,,,,35.0,94.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,20.0,,80.0,,,,,,,,,40.0,88.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,19.0,,73.1,,,,,,,,,34.0,94.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,19.0,,67.9,,,,,,,,,23.0,85.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,12.0,,70.6,,,,,,,,,35.0,89.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,8.0,,44.4,,,,,,,,,50.0,96.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,,,,,,,,,,,,,,,,106.0,6646.0,57.0,53.8,48.0,21.5,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Chiefs,,,,,,,,,,,,,,,,98.0,6157.0,60.0,61.2,37.0,19.6,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
49ers,,,,,,,,,,,,,,,,98.0,6220.0,49.0,50.0,48.0,21.8,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Buccaneers,,,,,,,,,,,,,,,,98.0,6317.0,88.0,89.8,9.0,23.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Saints,,,,,,,,,,,,,,,,95.0,6128.0,74.0,77.9,21.0,27.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Cowboys,,,,,,,,,,,,,,,,92.0,5656.0,51.0,55.4,35.0,23.3,4.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Patriots,,,,,,,,,,,,,,,,92.0,5777.0,59.0,64.1,29.0,20.9,2.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Vikings,,,,,,,,,,,,,,,,88.0,5664.0,66.0,75.0,21.0,25.1,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Falcons,,,,,,,,,,,,,,,,87.0,5180.0,47.0,54.0,31.0,22.3,7.0,2.0,4.0,0.0,,,,,,,,,,,,,,,
Rams,,,,,,,,,,,,,,,,85.0,5429.0,65.0,76.5,17.0,27.5,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Seahawks,,,,,,,,,,,,,,,,85.0,5337.0,59.0,69.4,24.0,22.2,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cardinals,,,,,,,,,,,,,,,,83.0,5302.0,45.0,54.2,36.0,20.6,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Texans,,,,,,,,,,,,,,,,82.0,5164.0,42.0,51.2,39.0,18.6,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Eagles,,,,,,,,,,,,,,,,81.0,5073.0,52.0,64.2,27.0,23.8,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Lions,,,,,,,,,,,,,,,,80.0,4938.0,25.0,31.2,52.0,24.7,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
Browns,,,,,,,,,,,,,,,,79.0,4934.0,30.0,38.0,46.0,20.4,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Packers,,,,,,,,,,,,,,,,79.0,5068.0,49.0,62.0,29.0,24.2,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Colts,,,,,,,,,,,,,,,,79.0,5101.0,60.0,76.0,19.0,24.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Titans,,,,,,,,,,,,,,,,78.0,4814.0,39.0,50.0,37.0,23.7,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Panthers,,,,,,,,,,,,,,,,76.0,4658.0,66.0,86.8,5.0,20.4,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Jaguars,,,,,,,,,,,,,,,,76.0,4583.0,39.0,51.3,32.0,21.6,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Steelers,,,,,,,,,,,,,,,,75.0,4735.0,31.0,41.3,44.0,21.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Chargers,,,,,,,,,,,,,,,,75.0,4647.0,36.0,48.0,36.0,24.5,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Bills,,,,,,,,,,,,,,,,74.0,4579.0,42.0,56.8,30.0,23.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Dolphins,,,,,,,,,,,,,,,,73.0,4424.0,49.0,67.1,20.0,27.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
Broncos,,,,,,,,,,,,,,,,72.0,4634.0,55.0,76.4,17.0,26.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Giants,,,,,,,,,,,,,,,,72.0,4519.0,50.0,69.4,20.0,18.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Bengals,,,,,,,,,,,,,,,,71.0,4308.0,46.0,64.8,19.0,21.1,5.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Raiders,,,,,,,,,,,,,,,,71.0,4496.0,38.0,53.5,33.0,20.9,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jets,,,,,,,,,,,,,,,,68.0,4117.0,32.0,47.1,33.0,19.3,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Redskins,,,,,,,,,,,,,,,,68.0,4231.0,48.0,70.6,17.0,25.8,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bears,,,,,,,,,,,,,,,,67.0,4166.0,36.0,53.7,27.0,25.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,
Falcons,,684.0,,,,,,,,93T,,,,,,,,,,,,,,,29.0,459.0,67.1,7.4,5049.0,15.0,93.8,258.0,37.7,52.0,5.0,50.0,335.0,,,
Panthers,,633.0,,,,,,,,52T,,,,,,,,,,,,,,,17.0,382.0,60.4,6.5,4134.0,21.0,74.7,230.0,36.3,40.0,7.0,58.0,484.0,,,
Rams,,632.0,,,,,,,,66,,,,,,,,,,,,,,,22.0,397.0,62.8,7.4,4669.0,17.0,85.6,222.0,35.1,73.0,6.0,22.0,170.0,,,
Buccaneers,,630.0,,,,,,,,71T,,,,,,,,,,,,,,,33.0,382.0,60.6,8.1,5127.0,30.0,84.1,244.0,38.7,75.0,13.0,47.0,282.0,,,
Patriots,,620.0,,,,,,,,59,,,,,,,,,,,,,,,25.0,378.0,61.0,6.7,4153.0,9.0,88.2,197.0,31.8,62.0,6.0,28.0,192.0,,,
Bengals,,616.0,,,,,,,,66T,,,,,,,,,,,,,,,18.0,356.0,57.8,6.5,3994.0,16.0,76.2,191.0,31.0,48.0,7.0,48.0,342.0,,,
Dolphins,,615.0,,,,,,,,51T,,,,,,,,,,,,,,,22.0,371.0,60.3,6.7,4117.0,18.0,80.0,210.0,34.2,49.0,7.0,58.0,313.0,,,
Eagles,,613.0,,,,,,,,53T,,,,,,,,,,,,,,,27.0,391.0,63.8,6.6,4063.0,8.0,92.1,215.0,35.1,52.0,6.0,37.0,230.0,,,
Giants,,607.0,,,,,,,,75,,,,,,,,,,,,,,,30.0,376.0,61.9,6.7,4070.0,17.0,86.4,187.0,30.8,54.0,11.0,43.0,339.0,,,
Cowboys,,597.0,,,,,,,,62,,,,,,,,,,,,,,,30.0,388.0,65.0,8.2,4902.0,11.0,99.5,229.0,38.4,68.0,16.0,23.0,151.0,,,
Chargers,,597.0,,,,,,,,84,,,,,,,,,,,,,,,24.0,394.0,66.0,7.8,4648.0,20.0,89.0,220.0,36.8,57.0,12.0,34.0,222.0,,,
Jaguars,,589.0,,,,,,,,70T,,,,,,,,,,,,,,,24.0,364.0,61.8,6.8,4023.0,8.0,90.0,183.0,31.1,53.0,6.0,42.0,263.0,,,
Saints,,581.0,,,,,,,,61T,,,,,,,,,,,,,,,36.0,418.0,71.9,7.6,4431.0,6.0,110.2,230.0,39.6,54.0,9.0,25.0,187.0,,,
Bears,,580.0,,,,,,,,53,,,,,,,,,,,,,,,20.0,371.0,64.0,6.2,3573.0,12.0,83.9,178.0,30.7,39.0,2.0,45.0,282.0,,,
Chiefs,,576.0,,,,,,,,83,,,,,,,,,,,,,,,30.0,378.0,65.6,8.1,4690.0,5.0,104.4,211.0,36.6,59.0,18.0,25.0,192.0,,,
Packers,,573.0,,,,,,,,74T,,,,,,,,,,,,,,,26.0,356.0,62.1,7.0,4017.0,4.0,95.3,190.0,33.2,52.0,12.0,36.0,284.0,,,
Lions,,571.0,,,,,,,,75,,,,,,,,,,,,,,,28.0,344.0,60.2,7.3,4187.0,15.0,88.2,196.0,34.3,60.0,13.0,43.0,287.0,,,
Cardinals,,554.0,,,,,,,,88T,,,,,,,,,,,,,,,20.0,355.0,64.1,6.8,3797.0,12.0,87.0,176.0,31.8,49.0,10.0,50.0,320.0,,,
Browns,,539.0,,,,,,,,89T,,,,,,,,,,,,,,,22.0,318.0,59.0,7.1,3847.0,21.0,78.4,180.0,33.4,58.0,9.0,41.0,293.0,,,
Texans,,534.0,,,,,,,,54T,,,,,,,,,,,,,,,27.0,355.0,66.5,7.6,4083.0,14.0,95.3,203.0,38.0,51.0,10.0,49.0,300.0,,,
Raiders,,523.0,,,,,,,,75,,,,,,,,,,,,,,,22.0,367.0,70.2,7.9,4110.0,8.0,101.0,194.0,37.1,54.0,10.0,29.0,184.0,,,
Jets,,521.0,,,,,,,,92T,,,,,,,,,,,,,,,19.0,323.0,62.0,6.6,3443.0,16.0,80.6,162.0,31.1,44.0,6.0,52.0,332.0,,,
Seahawks,,517.0,,,,,,,,60T,,,,,,,,,,,,,,,31.0,341.0,66.0,8.0,4110.0,6.0,105.3,190.0,36.8,55.0,10.0,48.0,319.0,,,
Bills,,513.0,,,,,,,,53,,,,,,,,,,,,,,,21.0,299.0,58.3,6.8,3476.0,12.0,82.8,162.0,31.6,54.0,8.0,40.0,247.0,,,
Colts,,513.0,,,,,,,,50,,,,,,,,,,,,,,,22.0,307.0,59.8,6.5,3314.0,10.0,85.0,165.0,32.2,38.0,3.0,32.0,206.0,,,
Steelers,,510.0,,,,,,,,79,,,,,,,,,,,,,,,18.0,315.0,61.8,6.3,3214.0,19.0,76.0,147.0,28.8,37.0,8.0,32.0,233.0,,,
Broncos,,504.0,,,,,,,,75,,,,,,,,,,,,,,,16.0,312.0,61.9,6.8,3401.0,10.0,84.1,162.0,32.1,46.0,10.0,41.0,286.0,,,
Redskins,,479.0,,,,,,,,75,,,,,,,,,,,,,,,18.0,298.0,62.2,6.7,3205.0,13.0,83.0,154.0,32.2,38.0,6.0,50.0,393.0,,,
49ers,,478.0,,,,,,,,75,,,,,,,,,,,,,,,28.0,331.0,69.2,8.4,4029.0,13.0,103.1,195.0,40.8,62.0,8.0,36.0,237.0,,,
Vikings,,466.0,,,,,,,,66,,,,,,,,,,,,,,,26.0,319.0,68.4,8.0,3729.0,8.0,103.9,171.0,36.7,53.0,11.0,28.0,206.0,,,
Titans,,448.0,,,,,,,,91,,,,,,,,,,,,,,,29.0,297.0,66.3,8.8,3956.0,8.0,108.3,177.0,39.5,58.0,15.0,56.0,374.0,,,
Ravens,,440.0,,,,,,,,83T,,,,,,,,,,,,,,,37.0,289.0,65.7,7.6,3350.0,8.0,109.0,171.0,38.9,44.0,8.0,28.0,125.0,,,
Colts,,,,,,,,,,84T,,,,,2.0,,418.0,,,24.0,,,,,,,,,,,,,,5.0,3.0,,,17.4,21.0,2.0
Jets,,,,,,,,,,26,,,,,0.0,,240.0,,,21.0,,,,,,,,,,,,,,3.0,0.0,,,11.4,32.0,1.0
Steelers,,,,,,,,,,85T,,,,,1.0,,285.0,,,29.0,,,,,,,,,,,,,,1.0,1.0,,,9.8,19.0,2.0
Giants,,,,,,,,,,60,,,,,0.0,,274.0,,,28.0,,,,,,,,,,,,,,2.0,2.0,,,9.8,14.0,3.0
Texans,,,,,,,,,,23,,,,,0.0,,214.0,,,22.0,,,,,,,,,,,,,,1.0,0.0,,,9.7,18.0,2.0
Saints,,,,,,,,,,53T,,,,,1.0,,368.0,,,40.0,,,,,,,,,,,,,,5.0,1.0,,,9.2,12.0,3.0
Bears,,,,,,,,,,71,,,,,0.0,,302.0,,,33.0,,,,,,,,,,,,,,3.0,1.0,,,9.2,19.0,2.0
Ravens,,,,,,,,,,25,,,,,0.0,,206.0,,,25.0,,,,,,,,,,,,,,2.0,0.0,,,8.2,17.0,2.0
Patriots,,,,,,,,,,22,,,,,0.0,,233.0,,,29.0,,,,,,,,,,,,,,2.0,0.0,,,8.0,26.0,1.0
49ers,,,,,,,,,,32,,,,,0.0,,264.0,,,33.0,,,,,,,,,,,,,,1.0,0.0,,,8.0,11.0,0.0
Lions,,,,,,,,,,64T,,,,,1.0,,246.0,,,31.0,,,,,,,,,,,,,,3.0,1.0,,,7.9,22.0,1.0
Broncos,,,,,,,,,,42,,,,,0.0,,208.0,,,27.0,,,,,,,,,,,,,,2.0,1.0,,,7.7,29.0,2.0
Titans,,,,,,,,,,21,,,,,0.0,,169.0,,,22.0,,,,,,,,,,,,,,1.0,0.0,,,7.7,30.0,2.0
Bills,,,,,,,,,,22,,,,,0.0,,243.0,,,32.0,,,,,,,,,,,,,,1.0,0.0,,,7.6,21.0,1.0
Falcons,,,,,,,,,,78T,,,,,1.0,,263.0,,,37.0,,,,,,,,,,,,,,2.0,1.0,,,7.1,1.0,5.0
Browns,,,,,,,,,,18,,,,,0.0,,163.0,,,23.0,,,,,,,,,,,,,,0.0,0.0,,,7.1,15.0,3.0
Raiders,,,,,,,,,,32,,,,,0.0,,190.0,,,27.0,,,,,,,,,,,,,,1.0,0.0,,,7.0,22.0,2.0
Cardinals,,,,,,,,,,29,,,,,0.0,,168.0,,,24.0,,,,,,,,,,,,,,2.0,0.0,,,7.0,20.0,0.0
Chiefs,,,,,,,,,,36,,,,,0.0,,222.0,,,32.0,,,,,,,,,,,,,,2.0,0.0,,,6.9,7.0,2.0
Panthers,,,,,,,,,,39,,,,,0.0,,171.0,,,25.0,,,,,,,,,,,,,,1.0,0.0,,,6.8,16.0,5.0
Vikings,,,,,,,,,,23,,,,,0.0,,191.0,,,28.0,,,,,,,,,,,,,,1.0,0.0,,,6.8,18.0,6.0
Dolphins,,,,,,,,,,21,,,,,0.0,,177.0,,,27.0,,,,,,,,,,,,,,1.0,0.0,,,6.6,13.0,4.0
Rams,,,,,,,,,,35,,,,,0.0,,170.0,,,27.0,,,,,,,,,,,,,,2.0,0.0,,,6.3,26.0,1.0
Seahawks,,,,,,,,,,20,,,,,0.0,,141.0,,,23.0,,,,,,,,,,,,,,1.0,0.0,,,6.1,20.0,1.0
Eagles,,,,,,,,,,17,,,,,0.0,,160.0,,,27.0,,,,,,,,,,,,,,0.0,0.0,,,5.9,23.0,3.0
Cowboys,,,,,,,,,,15,,,,,0.0,,131.0,,,23.0,,,,,,,,,,,,,,0.0,0.0,,,5.7,20.0,0.0
Bengals,,,,,,,,,,17,,,,,0.0,,164.0,,,29.0,,,,,,,,,,,,,,0.0,0.0,,,5.7,17.0,3.0
Chargers,,,,,,,,,,68T,,,,,1.0,,118.0,,,22.0,,,,,,,,,,,,,,1.0,1.0,,,5.4,17.0,5.0
Buccaneers,,,,,,,,,,40,,,,,0.0,,172.0,,,33.0,,,,,,,,,,,,,,1.0,1.0,,,5.2,17.0,4.0
Jaguars,,,,,,,,,,43,,,,,0.0,,154.0,,,31.0,,,,,,,,,,,,,,2.0,1.0,,,5.0,18.0,2.0
Packers,,,,,,,,,,18,,,,,0.0,,98.0,,,20.0,,,,,,,,,,,,,,0.0,0.0,,,4.9,31.0,3.0
Redskins,,,,,,,,,,15,,,,,0.0,,104.0,,,22.0,,,,,,,,,,,,,,0.0,0.0,,,4.7,13.0,0.0
Falcons,38.0,40.0,95.0,0_0,11_11,12_11,9_8,8_8,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,36.0,39.0,92.3,1_1,8_8,7_7,14_12,9_8,0_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,34.0,41.0,82.9,1_1,5_5,13_13,13_12,8_3,1_0,59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,33.0,35.0,94.3,0_0,18_18,8_8,5_3,4_4,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,32.0,37.0,86.5,0_0,10_10,13_12,11_9,3_1,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,31.0,32.0,96.9,0_0,4_4,13_13,9_9,6_5,0_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,30.0,32.0,93.8,0_0,9_9,10_10,10_9,3_2,0_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,29.0,36.0,80.6,0_0,12_11,10_10,8_7,4_1,2_0,56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,28.0,34.0,82.4,1_1,9_9,9_6,9_8,5_4,1_0,58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,28.0,35.0,80.0,0_0,6_6,5_4,8_8,14_10,2_0,58,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,28.0,31.0,90.3,1_1,10_10,9_9,9_7,2_1,0_0,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,27.0,34.0,79.4,0_0,3_3,15_13,10_8,6_3,0_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,27.0,31.0,87.1,0_0,8_8,9_9,8_6,6_4,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Football Team Football,27.0,34.0,79.4,0_0,5_5,8_7,17_13,4_2,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,26.0,29.0,89.7,0_0,8_8,7_6,9_9,4_3,1_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,26.0,28.0,92.9,0_0,6_6,7_7,12_11,3_2,0_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,25.0,27.0,92.6,2_2,7_7,9_9,5_3,4_4,0_0,58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,24.0,30.0,80.0,0_0,7_6,11_10,10_7,2_1,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,24.0,33.0,72.7,0_0,8_8,6_6,13_8,6_2,0_0,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,24.0,24.0,100.0,0_0,2_2,7_7,13_13,1_1,1_1,61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,23.0,28.0,82.1,0_0,6_5,10_10,9_7,3_1,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,23.0,30.0,76.7,0_0,5_5,7_6,15_10,3_2,0_0,56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,23.0,24.0,95.8,0_0,6_6,7_7,10_9,1_1,0_0,59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,22.0,26.0,84.6,0_0,3_3,8_7,11_10,4_2,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,21.0,28.0,75.0,0_0,4_4,7_7,7_4,10_6,0_0,59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,21.0,28.0,75.0,0_0,7_6,10_9,6_3,5_3,0_0,55,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,20.0,28.0,71.4,0_0,3_2,6_5,11_6,8_7,0_0,55,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,19.0,24.0,79.2,0_0,5_5,6_4,12_10,0_0,1_0,46,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,18.0,25.0,72.0,0_0,5_4,7_6,4_2,8_6,1_0,59,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,16.0,16.0,100.0,1_1,1_1,5_5,5_5,4_4,0_0,57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
